Allen|NEW HAVEN CIVIL CITY|Street Lighting|98519.62
Allen|NEW HAVEN CIVIL CITY|Hydrant Rental|295616.5
Allen|NEW HAVEN CIVIL CITY|Emergency Ambulance/Medical Service|304681.0
Allen|NEW HAVEN CIVIL CITY|Fire Prevention|993764.0
Allen|NEW HAVEN CIVIL CITY|Unappropriated|168798.08
Allen|WOODBURN CIVIL CITY|Miscellaneous |109796.73
Allen|WOODBURN CIVIL CITY|POLICE DEPARTMENT|99883.93
Allen|GRABILL CIVIL TOWN|NO DEPARTMENT                                     |207765.17
Allen|HUNTERTOWN CIVIL TOWN|NO DEPARTMENT                                     |276534.06
Allen|MONROEVILLE CIVIL TOWN|No Department|251969.39999999997
Allen|LEO-CEDARVILLE|NO DEPARTMENT                                     |434440.19000000006
Bartholomew|BARTHOLOMEW COUNTY|Clerk Of Circuit Court (County Clerk)|548853.0800000001
Bartholomew|BARTHOLOMEW COUNTY|County Auditor|391838.04000000004
Bartholomew|BARTHOLOMEW COUNTY|County Treasurer|246605.81999999995
Bartholomew|BARTHOLOMEW COUNTY|County Recorder|135973.6
Bartholomew|BARTHOLOMEW COUNTY|County Sheriff|2884893.2199999997
Bartholomew|BARTHOLOMEW COUNTY|County Surveyor|312792.63
Bartholomew|BARTHOLOMEW COUNTY|County Coroner|81958.66
Bartholomew|BARTHOLOMEW COUNTY|County Assessor|274870.23
Bartholomew|BARTHOLOMEW COUNTY|Prosecuting Attorney|525278.98
Bartholomew|BARTHOLOMEW COUNTY|Registration Of Voters|87688.55
Bartholomew|BARTHOLOMEW COUNTY|County Cooperative Extension Service (Agent)|185246.17
Bartholomew|BARTHOLOMEW COUNTY|Veterans Service Officer|48301.03
Bartholomew|BARTHOLOMEW COUNTY|County Council|64352.67
Bartholomew|BARTHOLOMEW COUNTY|County Commissioners|7412039.499999999
Bartholomew|BARTHOLOMEW COUNTY|Judicial Services (Court Services)|426502.34
Bartholomew|BARTHOLOMEW COUNTY|Superior Court #1 (Superior Court)|291559.87
Bartholomew|BARTHOLOMEW COUNTY|Superior Court #2|390553.77999999997
Bartholomew|BARTHOLOMEW COUNTY|Circuit Court|394861.75
Bartholomew|BARTHOLOMEW COUNTY|Weights & Measures Inspector|43030.96
Bartholomew|BARTHOLOMEW COUNTY|Code Enforcement|425527.72
Bartholomew|BARTHOLOMEW COUNTY|Jail|2462545.3800000004
Bartholomew|BARTHOLOMEW COUNTY|Detention Center|1451542.9800000002
Bartholomew|BARTHOLOMEW COUNTY|Parks|121225.54999999999
Bartholomew|BARTHOLOMEW COUNTY|Office of Emergency Management|119160.32
Bartholomew|BARTHOLOMEW COUNTY|County Maintenance Department|1146594.37
Bartholomew|BARTHOLOMEW COUNTY|Circuit Court (4D)|54938.04
Bartholomew|BARTHOLOMEW COUNTY|Prosecutor (4D)|380558.4100000001
Bartholomew|BARTHOLOMEW COUNTY|Drainage Board|8003.62
Bartholomew|BARTHOLOMEW COUNTY|County E911 Center|11901.52
Bartholomew|BARTHOLOMEW COUNTY|Miscellaneous |3049405.1
Bartholomew|BARTHOLOMEW COUNTY|Highway Administration|241525.48
Bartholomew|BARTHOLOMEW COUNTY|Maintenance & Repair|609230.8600000001
Bartholomew|BARTHOLOMEW COUNTY|General & Undistributed Expense|1222905.65
Bartholomew|BARTHOLOMEW COUNTY|Construction & Reconstruction|408902.9
Bartholomew|BARTHOLOMEW COUNTY|County Highway|4452.09
Bartholomew|COLUMBUS CIVIL CITY|Clerk-Treasurer (City/Town Units Only)|414187.38000000006
Bartholomew|COLUMBUS CIVIL CITY|Mayor|157617.36000000002
Bartholomew|COLUMBUS CIVIL CITY|City Council/Town Board (Common Council)|52969.14
Bartholomew|COLUMBUS CIVIL CITY|Board Of Public Works|1492078.39
Bartholomew|COLUMBUS CIVIL CITY|Plan Commission|505994.68
Bartholomew|COLUMBUS CIVIL CITY|Community Planning & Development (Chamber Of Commerce)|166621.93000000002
Bartholomew|COLUMBUS CIVIL CITY|Data Processing (Computers)|474461.77999999997
Bartholomew|COLUMBUS CIVIL CITY|Administration|36441.219999999994
Bartholomew|COLUMBUS CIVIL CITY|Insurance (Risk Management)|3725264.53
Bartholomew|COLUMBUS CIVIL CITY|Attorney (Corporate - City Atty)|167875.29
Bartholomew|COLUMBUS CIVIL CITY|Transportation (Municipal Coach)|1148847.62
Bartholomew|COLUMBUS CIVIL CITY|Engineer|412887.94999999995
Bartholomew|COLUMBUS CIVIL CITY|Garage (Police Garage - Vehicle Maintenance)|331911.3
Bartholomew|COLUMBUS CIVIL CITY|Human Relations/Resources (Social Svc-Council On Aging)|174472.38
Bartholomew|COLUMBUS CIVIL CITY|Building Maintenance (Maint. & Repair - City Inspector)|484986.18
Bartholomew|COLUMBUS CIVIL CITY|Fire Department|7161360.070000001
Bartholomew|COLUMBUS CIVIL CITY|Police Department (Town Marshall)|6067904.12
Bartholomew|COLUMBUS CIVIL CITY|Traffic Control Department|394015.23
Bartholomew|COLUMBUS CIVIL CITY|Sanitation Department (Waste Water-Sewage)|1907216.62
Bartholomew|COLUMBUS CIVIL CITY|Animal Control|316999.1299999999
Bartholomew|COLUMBUS CIVIL CITY|Home-Rule Department #1|95912.76000000001
Bartholomew|COLUMBUS CIVIL CITY|Communications Department (Radio-Phones-Dispatch)|311288.27
Bartholomew|COLUMBUS CIVIL CITY|Sewer|200000.0
Bartholomew|COLUMBUS CIVIL CITY|Miscellaneous |554025.74
Bartholomew|COLUMBUS CIVIL CITY|Capital Improvement|211167.0
Bartholomew|COLUMBUS CIVIL CITY|NO DEPARTMENT                                     |1242.5
Bartholomew|CLIFFORD CIVIL TOWN|Town Board Of Trustees|21474.670000000002
Bartholomew|ELIZABETHTOWN CIVIL TOWN|No Department|46603.310000000005
Bartholomew|HARTSVILLE CIVIL TOWN|No Department|28606.029999999995
Bartholomew|HOPE CIVIL TOWN|No Department|425700.04
Bartholomew|JONESVILLE CIVIL TOWN|No Department|35291.5
Benton|BENTON COUNTY|Clerk Of Circuit Court (County Clerk)|148829.62
Benton|BENTON COUNTY|County Auditor|140507.55999999997
Benton|BENTON COUNTY|County Treasurer|68147.49
Benton|BENTON COUNTY|County Recorder|59680.0
Benton|BENTON COUNTY|County Sheriff|429308.79000000004
Benton|BENTON COUNTY|County Surveyor|73281.16
Benton|BENTON COUNTY|County Coroner|28485.52
Benton|BENTON COUNTY|County Assessor|121138.35
Benton|BENTON COUNTY|Prosecuting Attorney|37723.3
Benton|BENTON COUNTY|Registration Of Voters|2396.99
Benton|BENTON COUNTY|County Cooperative Extension Service (Agent)|74035.2
Benton|BENTON COUNTY|Veterans Service Officer|8503.550000000001
Benton|BENTON COUNTY|Drainage Board|6353.78
Benton|BENTON COUNTY|PTABOA Board|1121.3200000000002
Benton|BENTON COUNTY|County Commissioners|1261124.7200000002
Benton|BENTON COUNTY|Plan Commission|29459.949999999997
Benton|BENTON COUNTY|Election Expense|49785.380000000005
Benton|BENTON COUNTY|Court House|109309.14
Benton|BENTON COUNTY|Circuit Court|99587.04000000001
Benton|BENTON COUNTY|Probation|103767.72
Benton|BENTON COUNTY|Civil Defense|35046.91
Benton|BENTON COUNTY|Jail|323728.79
Benton|BENTON COUNTY|Solid Waste (Refuse-Garbage-Trash)|84251.66999999998
Benton|BENTON COUNTY|County Home - Elderly|149875.73
Benton|BENTON COUNTY|4-D Program (Child Support)|40119.89
Benton|BENTON COUNTY|Soil Conservation (Soil & Water)|47533.08
Benton|BENTON COUNTY|Fair Grounds|37233.0
Benton|BENTON COUNTY|No Department|11742.34
Benton|BENTON COUNTY|4-H|7000.0
Benton|BENTON COUNTY|Highway Administration|116531.09000000003
Benton|BENTON COUNTY|Maintenance & Repair|866301.7
Benton|BENTON COUNTY|General & Undistributed Expense|558730.21
Benton|AMBIA CIVIL TOWN|No Department|49475.67
Benton|BOSWELL CIVIL TOWN|NO DEPARTMENT                                     |323813.27
Benton|EARL PARK CIVIL TOWN|No Department|87390.02
Benton|FOWLER CIVIL TOWN|Clerk-Treasurer (City/Town Units Only)|345452.49000000005
Benton|FOWLER CIVIL TOWN|Police Department (Town Marshall)|231536.50999999998
Benton|FOWLER CIVIL TOWN|Economic Development|49343.649999999994
Benton|FOWLER CIVIL TOWN|Fire Department|37602.4
Benton|FOWLER CIVIL TOWN|No Department|172883.36
Benton|OTTERBEIN CIVIL TOWN|NO DEPARTMENT                                     |408588.02
Benton|OXFORD CIVIL TOWN|No Department|333306.05000000005
Benton|OXFORD CIVIL TOWN|Clerk-Treasurer (City/Town Units Only)|70431.65000000001
Benton|OXFORD CIVIL TOWN|Police Department (Town Marshall)|98749.37999999999
Benton|OXFORD CIVIL TOWN|Fire Department|72637.57
Benton|OXFORD CIVIL TOWN|Parks|2997.75
Blackford|BLACKFORD COUNTY|Clerk Of Circuit Court (County Clerk)|137984.87
Blackford|BLACKFORD COUNTY|County Auditor|133961.85
Blackford|BLACKFORD COUNTY|County Treasurer|73760.36
Blackford|BLACKFORD COUNTY|County Recorder|69047.78
Blackford|BLACKFORD COUNTY|County Sheriff|589952.77
Blackford|BLACKFORD COUNTY|County Surveyor|62181.02
Blackford|BLACKFORD COUNTY|County Coroner|17220.1
Blackford|BLACKFORD COUNTY|County Assessor|105431.42
Blackford|BLACKFORD COUNTY|Registration Of Voters|56431.770000000004
Blackford|BLACKFORD COUNTY|County Cooperative Extension Service (Agent)|103371.97
Blackford|BLACKFORD COUNTY|Veterans Service Officer|16997.48
Blackford|BLACKFORD COUNTY|County Council|42098.07
Blackford|BLACKFORD COUNTY|Drainage Board|7074.97
Blackford|BLACKFORD COUNTY|County Commissioners|1261518.5099999998
Blackford|BLACKFORD COUNTY|Planning & Zoning|30461.38
Blackford|BLACKFORD COUNTY|Court House|134672.65
Blackford|BLACKFORD COUNTY|Superior Court #1 (Superior Court)|120553.19
Blackford|BLACKFORD COUNTY|Circuit Court|232995.16999999998
Blackford|BLACKFORD COUNTY|Civil Defense|21297.87
Blackford|BLACKFORD COUNTY|Jail|994718.7000000001
Blackford|BLACKFORD COUNTY|Landfill|257501.21000000002
Blackford|BLACKFORD COUNTY|0035 Child Support|163174.25000000003
Blackford|BLACKFORD COUNTY|Prosecuting Attorney|14558.45
Blackford|BLACKFORD COUNTY|County Home - Elderly|1000.0
Blackford|BLACKFORD COUNTY|No Department|60461.66
Blackford|BLACKFORD COUNTY|Highway Administration|117852.28
Blackford|BLACKFORD COUNTY|Maintenance & Repair|555929.33
Blackford|BLACKFORD COUNTY|General & Undistributed Expense|310278.36
Blackford|HARTFORD CITY CIVIL CITY|CLERK (CLERK/TREASURER)                           |19889.49
Blackford|HARTFORD CITY CIVIL CITY|MAYOR                                             |15553.960000000001
Blackford|HARTFORD CITY CIVIL CITY|COUNCIL OF GOVERNMENTS                            |19262.89
Blackford|HARTFORD CITY CIVIL CITY|BOARD OF PUBLIC WORKS                             |525020.91
Blackford|HARTFORD CITY CIVIL CITY|PERSONNEL                                         |708.98
Blackford|HARTFORD CITY CIVIL CITY|ATTORNEY (CORPORATE - CITY ATTY)                  |6668.08
Blackford|HARTFORD CITY CIVIL CITY|FIRE DEPARTMENT                                   |495135.5399999999
Blackford|HARTFORD CITY CIVIL CITY|POLICE DEPARTMENT (TOWN MARSHALL)                 |727536.19
Blackford|HARTFORD CITY CIVIL CITY|PARKS DEPARTMENT (PARKS BOARD)                    |184049.82
Blackford|HARTFORD CITY CIVIL CITY|BOARD OF PUBLIC SAFETY                            |3467.7
Blackford|MONTPELIER CIVIL CITY|Clerk-Treasurer (City/Town Units Only)|21307.25
Blackford|MONTPELIER CIVIL CITY|Mayor|8708.619999999999
Blackford|MONTPELIER CIVIL CITY|City Council/Town Board (Common Council)|127811.43
Blackford|MONTPELIER CIVIL CITY|Police Department (Town Marshall)|264268.83
Blackford|MONTPELIER CIVIL CITY|Parks|18293.96
Blackford|MONTPELIER CIVIL CITY|Attorney (Corporate - City Atty)|1952.0
Blackford|MONTPELIER CIVIL CITY|Fire Department|27119.39
Blackford|MONTPELIER CIVIL CITY|No Department|147513.80000000002
Blackford|SHAMROCK LAKES CIVIL TOWN|No Department|33566.36
Boone|BOONE COUNTY|Clerk Of Circuit Court (County Clerk)|299571.77
Boone|BOONE COUNTY|County Auditor|360771.61
Boone|BOONE COUNTY|County Treasurer|158823.0
Boone|BOONE COUNTY|County Recorder|46946.22
Boone|BOONE COUNTY|County Sheriff|3227933.0199999996
Boone|BOONE COUNTY|County Surveyor|306831.51999999996
Boone|BOONE COUNTY|County Coroner|71938.14
Boone|BOONE COUNTY|County Assessor|607717.99
Boone|BOONE COUNTY|Prosecuting Attorney|697179.17
Boone|BOONE COUNTY|Registration Of Voters|140359.00999999998
Boone|BOONE COUNTY|County Cooperative Extension Service (Agent)|243110.90000000002
Boone|BOONE COUNTY|Veterans Service Officer|20012.530000000002
Boone|BOONE COUNTY|County Council|826120.8500000001
Boone|BOONE COUNTY|Drainage Board|3520.3700000000003
Boone|BOONE COUNTY|County Commissioners|4366005.289999999
Boone|BOONE COUNTY|Planning & Zoning|204489.34000000003
Boone|BOONE COUNTY|Court House|323134.77999999997
Boone|BOONE COUNTY|Superior Court #1 (Superior Court)|243910.96
Boone|BOONE COUNTY|Superior Court #2|374384.58
Boone|BOONE COUNTY|Circuit Court|458416.24999999994
Boone|BOONE COUNTY|Probation|576268.62
Boone|BOONE COUNTY|Civil Defense|76230.73999999999
Boone|BOONE COUNTY|Jail|325231.42000000004
Boone|BOONE COUNTY|County Home - Elderly|243278.46000000002
Boone|BOONE COUNTY|IT|134.65
Boone|BOONE COUNTY|No Department|1192368.13
Boone|BOONE COUNTY|Highway Administration|89735.43999999999
Boone|BOONE COUNTY|Maintenance & Repair|1047584.6799999999
Boone|BOONE COUNTY|General & Undistributed Expense|2199863.4000000004
Boone|LEBANON CIVIL CITY|CLERK-TREASURER (CITY/TOWN UNITS ONLY)            |132985.03000000003
Boone|LEBANON CIVIL CITY|MAYOR                                             |111825.36
Boone|LEBANON CIVIL CITY|CITY COUNCIL/TOWN BOARD (COMMON COUNCIL)          |41017.13999999999
Boone|LEBANON CIVIL CITY|PLANNING & ZONING                                 |207543.6
Boone|LEBANON CIVIL CITY|JUDICIAL SERVICES (COURT SERVICES)                |35108.35
Boone|LEBANON CIVIL CITY|ATTORNEY (CORPORATE - CITY ATTY)                  |61761.99
Boone|LEBANON CIVIL CITY|FIRE DEPARTMENT                                   |1577018.37
Boone|LEBANON CIVIL CITY|POLICE DEPARTMENT (TOWN MARSHALL)                 |2015584.4500000004
Boone|LEBANON CIVIL CITY|COIT|1411473.18
Boone|LEBANON CIVIL CITY|CITY/TOWN HALL                                    |1278112.46
Boone|LEBANON CIVIL CITY|STREET LIGHTING                                   |600.43
Boone|LEBANON CIVIL CITY|NO DEPARTMENT                                     |685136.24
Boone|JAMESTOWN CIVIL TOWN|No Department|377937.80000000005
Boone|THORNTOWN CIVIL TOWN|NO DEPARTMENT                                     |434586.18000000005
Boone|ULEN CIVIL TOWN|No Department|71527.76999999999
Boone|WHITESTOWN CIVIL TOWN|No Department|1836330.17
Boone|WHITESTOWN CIVIL TOWN|City Council/Town Board (Common Council)|24000.0
Boone|WHITESTOWN CIVIL TOWN|City/Town Court (City Judge/Judge)|49315.41
Boone|WHITESTOWN CIVIL TOWN|Police Department (Town Marshall)|1312102.82
Boone|ZIONSVILLE CIVIL TOWN|Administration|2116067.72
Brown|BROWN COUNTY|Clerk Of Circuit Court (County Clerk)|229979.72000000003
Brown|BROWN COUNTY|County Auditor|255000.61
Brown|BROWN COUNTY|County Treasurer|125320.15
Brown|BROWN COUNTY|County Recorder|65148.52
Brown|BROWN COUNTY|County Sheriff|1004651.0199999999
Brown|BROWN COUNTY|County Surveyor|50792.14000000001
Brown|BROWN COUNTY|County Coroner|13808.69
Brown|BROWN COUNTY|County Assessor|98688.89
Brown|BROWN COUNTY|Prosecuting Attorney|57513.72
Brown|BROWN COUNTY|County Cooperative Extension Service (Agent)|84995.69999999998
Brown|BROWN COUNTY|Veterans Service Officer|38728.0
Brown|BROWN COUNTY|County Council|30061.08
Brown|BROWN COUNTY|County Election Board|121551.16
Brown|BROWN COUNTY|County Commissioners|2069695.19
Brown|BROWN COUNTY|Planning & Zoning|143420.65999999995
Brown|BROWN COUNTY|Circuit Court|354842.74000000005
Brown|BROWN COUNTY|Probation|142834.65
Brown|BROWN COUNTY|Jail|763322.9299999999
Brown|BROWN COUNTY|Animal Control|104360.76
Brown|BROWN COUNTY|Clerk IV-D|115572.25
Brown|BROWN COUNTY|Soil Conservation (Soil & Water)|40500.770000000004
Brown|BROWN COUNTY|Parks & Recreation (Recreation)|119016.79000000001
Brown|BROWN COUNTY|Emergency Management|57237.20999999999
Brown|BROWN COUNTY|Court House|247766.49
Brown|BROWN COUNTY|No Appropriation|966184.41
Brown|BROWN COUNTY|Highway Administration|351792.98
Brown|BROWN COUNTY|Maintenance & Repair|975137.8300000001
Brown|BROWN COUNTY|General & Undistributed Expense|84827.47
Brown|NASHVILLE CIVIL TOWN|No Department|460333.04
Carroll|CARROLL COUNTY|Clerk Of Circuit Court (County Clerk)|94833.51
Carroll|CARROLL COUNTY|County Auditor|138802.51
Carroll|CARROLL COUNTY|County Treasurer|83645.13
Carroll|CARROLL COUNTY|County Recorder|59850.04
Carroll|CARROLL COUNTY|County Sheriff|663034.14
Carroll|CARROLL COUNTY|County Surveyor|54898.490000000005
Carroll|CARROLL COUNTY|County Coroner|12239.48
Carroll|CARROLL COUNTY|County Assessor|88001.95
Carroll|CARROLL COUNTY|Prosecuting Attorney|39676.08
Carroll|CARROLL COUNTY|County Cooperative Extension Service (Agent)|124901.51999999999
Carroll|CARROLL COUNTY|Veterans Service Officer|36035.33
Carroll|CARROLL COUNTY|County Council|38203.12
Carroll|CARROLL COUNTY|County Election Board|87318.51000000001
Carroll|CARROLL COUNTY|Drainage Board|7045.24
Carroll|CARROLL COUNTY|County Commissioners|1576890.2199999997
Carroll|CARROLL COUNTY|Court House|164871.56
Carroll|CARROLL COUNTY|Superior Court #1 (Superior Court)|107919.47
Carroll|CARROLL COUNTY|County Courts Systems (Unified Courts-Court Scheduling)|285064.07000000007
Carroll|CARROLL COUNTY|Circuit Court|90064.59
Carroll|CARROLL COUNTY|Emergency Ambulance/Medical Service|885722.9999999999
Carroll|CARROLL COUNTY|Civil Defense|44532.85
Carroll|CARROLL COUNTY|Jail|512108.89
Carroll|CARROLL COUNTY|Landfill|104197.37
Carroll|CARROLL COUNTY|4-D Program (Child Support)|48949.07
Carroll|CARROLL COUNTY|Soil Conservation (Soil & Water)|42220.91000000001
Carroll|CARROLL COUNTY|4-H|16974.61
Carroll|CARROLL COUNTY|Parks Department (Parks Board)|8240.48
Carroll|CARROLL COUNTY|No Department|1029692.0700000001
Carroll|CARROLL COUNTY|Highway Administration|109445.02
Carroll|CARROLL COUNTY|Maintenance & Repair|679064.4099999999
Carroll|CARROLL COUNTY|General & Undistributed Expense|1087247.98
Carroll|DELPHI CIVIL CITY|CLERK-TREASURER (CITY/TOWN UNITS ONLY)            |39097.61
Carroll|DELPHI CIVIL CITY|MAYOR                                             |18730.36
